week,year,name,team,opp,score,sacks,sack-yds,qb-hits,tackles,assists,fum-forced,fum-rec
15,15,Howard Jones,TB,@ ,L 23-31,0.5,6.0,1,0,1,0,0
15,15,Christian Kirksey,CLE,@ SEA,L 13-30,0.5,0.0,1,1,3,0,0
15,15,Karl Klug,TEN,@ NE,L 16-33,0.5,3.5,1,2,3,0,0
15,15,Gerald McCoy,TB,@ ,L 23-31,0.5,6.0,1,0,1,0,0
15,15,Mike Neal,GB,@ OAK,W  30-20,0.5,3.0,2,3,1,0,0
15,15,Sheldon Richardson,NYJ,@ DAL,W  19-16,0.5,0.0,2,1,2,0,0
15,15,Marcus Smith,PHI,vs ARI,L 17-40,0.5,3.5,1,2,1,0,0
15,15,Ndamukong Suh,MIA,@ SD,L 14-30,0.5,4.5,3,4,0,0,0
15,15,Olivier Vernon,MIA,@ SD,L 14-30,0.5,4.5,3,6,5,0,0
15,15,Leonard Williams,NYJ,@ DAL,W  19-16,0.5,0.0,2,3,1,0,0
15,15,Derek Wolfe,DEN,@ PIT,L 27-34,0.5,4.5,1,1,2,0,0
15,15,Uani 'Unga,NYG,vs CAR,L 35-38,0.0,0.0,0,3,2,0,0
15,15,Isa Abdul-Quddus,DET,@ NO,W  35-27,0.0,0.0,0,4,3,0,0
15,15,Sam Acho,CHI,@ MIN,L 17-38,0.0,0.0,0,0,1,0,0
15,15,Kenneth Acker,SF,vs CIN,L 14-24,0.0,0.0,0,2,0,0,0
15,15,Mike Adams,IND,vs HOU,L 10-16,0.0,0.0,0,5,5,1,1
15,15,Phillip Adams,ATL,@ JAX,W  23-17,0.0,0.0,0,5,0,0,0
15,15,Jahleel Addae,SD,vs MIA,W  30-14,0.0,0.0,0,3,0,0,0
15,15,Mario Addison,CAR,@ NYG,W  38-35,0.0,0.0,0,0,0,0,0
15,15,Seyi Ajirotutu,PHI,vs ARI,L 17-40,0.0,0.0,0,0,0,0,0
15,15,Lorenzo Alexander,OAK,vs GB,L 20-30,0.0,0.0,0,1,0,0,0
15,15,Maurice Alexander,,vs TB,W  31-23,0.0,0.0,1,6,1,0,0
15,15,D.J. Alexander,KC,@ BAL,W  34-14,0.0,0.0,0,0,0,0,0
15,15,Robert Alford,ATL,@ JAX,W  23-17,0.0,0.0,0,1,0,0,0
15,15,Jared Allen,CAR,@ NYG,W  38-35,0.0,0.0,1,1,1,0,0
15,15,Ricardo Allen,ATL,@ JAX,W  23-17,0.0,0.0,0,4,1,0,0
15,15,Will Allen,PIT,vs DEN,W  34-27,0.0,0.0,0,5,1,1,0
15,15,Kiko Alonso,PHI,vs ARI,L 17-40,0.0,0.0,0,1,0,0,0
15,15,Tyson Alualu,JAX,vs ATL,L 17-23,0.0,0.0,2,0,0,0,0
15,15,David Amerson,OAK,vs GB,L 20-30,0.0,0.0,0,6,0,0,0
15,15,Adrian Amos,CHI,@ MIN,L 17-38,0.0,0.0,0,3,0,0,0
15,15,Prince Amukamara,NYG,vs CAR,L 35-38,0.0,0.0,0,7,0,0,0
15,15,James Anderson,NO,vs DET,L 27-35,0.0,0.0,0,1,0,0,0
15,15,Jonathan Anderson,CHI,@ MIN,L 17-38,0.0,0.0,1,2,0,0,0
15,15,Ezekiel Ansah,DET,@ NO,W  35-27,0.0,0.0,1,1,1,0,0
15,15,Stephone Anthony,NO,vs DET,L 27-35,0.0,0.0,0,3,3,1,0
16,15,Carlos Dunlap,CIN,@ DEN,L 17-20,3.0,22.0,4,5,1,0,0
16,15,Dwight Freeney,ARI,vs GB,W  38-8,3.0,27.0,3,3,0,1,0
16,15,William Hayes,,@ SEA,W  23-17,3.0,24.5,6,7,2,0,0
16,15,Preston Smith,WAS,@ PHI,W  38-24,3.0,13.0,3,3,1,1,0
16,15,Calais Campbell,ARI,vs GB,W  38-8,2.5,17.0,3,5,1,0,0
16,15,Fletcher Cox,PHI,vs WAS,L 24-38,2.0,14.0,3,5,2,0,0
16,15,Tom Johnson,MIN,vs NYG,W  49-17,2.0,18.0,2,4,1,0,0
16,15,Kendall Langford,IND,@ MIA,W  18-12,2.0,16.0,2,4,1,0,0
16,15,Robert Mathis,IND,@ MIA,W  18-12,2.0,17.0,2,3,1,0,0
16,15,T.Y. McGill,IND,@ MIA,W  18-12,2.0,17.0,3,2,0,0,0
16,15,Kawann Short,CAR,@ ATL,L 13-20,2.0,10.0,2,7,0,0,0
16,15,Kenny Vaccaro,NO,vs JAX,W  38-27,2.0,21.0,2,3,0,0,0
16,15,Robert Ayers,NYG,@ MIN,L 17-49,1.5,12.5,3,5,1,0,0
16,15,Ahmad Brooks,SF,@ DET,L 17-32,1.5,13.5,2,1,2,0,0
16,15,Isa Abdul-Quddus,DET,vs SF,W  32-17,1.0,1.0,0,4,2,0,0
16,15,Jahleel Addae,SD,@ OAK,L 20-23,1.0,12.0,1,4,0,0,0
16,15,Denico Autry,OAK,vs SD,W  23-20,1.0,6.0,1,2,0,0,0
16,15,Vic Beasley,ATL,vs CAR,W  20-13,1.0,13.0,0,4,0,1,0
16,15,Brandon Boykin,PIT,@ BAL,L 17-20,1.0,9.0,1,4,4,0,0
16,15,Deone Bucannon,ARI,vs GB,W  38-8,1.0,7.0,1,3,1,1,0
16,15,Jonathan Casillas,NYG,@ MIN,L 17-49,1.0,1.0,1,6,3,0,0
16,15,Will Compton,WAS,@ PHI,W  38-24,1.0,7.0,2,7,1,0,0
16,15,Danielle Hunter,MIN,vs NYG,W  49-17,1.0,6.0,1,2,0,0,0
16,15,Melvin Ingram,SD,@ OAK,L 20-23,1.0,8.0,1,6,0,0,0
16,15,Ricky Jean Francois,WAS,@ PHI,W  38-24,1.0,7.0,1,2,0,0,0
16,15,Timmy Jernigan,BAL,vs PIT,W  20-17,1.0,8.0,2,1,0,0,0
16,15,Demarcus Lawrence,DAL,@ BUF,L 6-16,1.0,5.0,1,2,1,0,0
16,15,Kareem Martin,ARI,vs GB,W  38-8,1.0,15.0,1,3,1,1,0
16,15,Lorenzo Mauldin,NYJ,vs NE,W  26-20,1.0,5.0,1,1,1,0,0
16,15,Rolando McClain,DAL,@ BUF,L 6-16,1.0,2.0,0,5,0,0,0
16,15,Gerald McCoy,TB,vs CHI,L 21-26,1.0,3.0,1,4,0,0,0
16,15,Pernell McPhee,CHI,@ TB,W  26-21,1.0,10.0,2,5,0,1,0
16,15,Damontre Moore,MIA,vs IND,L 12-18,1.0,8.0,1,2,0,0,0
16,15,Mike Neal,GB,@ ARI,L 8-38,1.0,9.0,1,1,0,0,0
16,15,Nate Orchard,CLE,@ KC,L 13-17,1.0,3.0,1,2,0,0,0
16,15,Mike Pennel,GB,@ ARI,L 8-38,1.0,0.0,2,3,0,1,0
16,15,Denzel Perryman,SD,@ OAK,L 20-23,1.0,9.0,1,10,1,0,0
16,15,Paul Posluszny,JAX,@ NO,L 27-38,1.0,10.0,1,5,4,0,0
16,15,Sheldon Richardson,NYJ,vs NE,W  26-20,1.0,5.0,2,1,1,0,0
16,15,Brian Robison,MIN,vs NYG,W  49-17,1.0,6.0,2,1,0,0,0
16,15,Frostee Rucker,ARI,vs GB,W  38-8,1.0,8.0,2,1,1,0,0
16,15,Jabaal Sheard,NE,@ NYJ,L 20-26,1.0,11.0,0,4,1,1,0
16,15,Za'Darius Smith,BAL,vs PIT,W  20-17,1.0,6.0,1,2,1,0,0
16,15,Ndamukong Suh,MIA,vs IND,L 12-18,1.0,1.0,2,1,2,0,0
16,15,J.R. Tavai,TEN,vs HOU,L 6-34,1.0,5.0,0,1,0,1,0
16,15,Devin Taylor,DET,vs SF,W  32-17,1.0,12.0,1,3,0,0,0
16,15,Courtney Upshaw,BAL,vs PIT,W  20-17,1.0,8.0,2,3,2,0,1
16,15,Vance Walker,DEN,vs CIN,W  20-17,1.0,9.0,1,4,1,0,0
16,15,J.J. Watt,HOU,@ TEN,W  34-6,1.0,7.0,2,2,0,1,0
16,15,Derek Wolfe,DEN,vs CIN,W  20-17,1.0,5.0,3,3,0,0,0
16,15,Akeem Ayers,,@ SEA,W  23-17,0.5,6.5,2,4,4,0,2
16,15,Jonathan Babineaux,ATL,vs CAR,W  20-13,0.5,8.0,1,0,1,0,0
16,15,Kroy Biermann,ATL,vs CAR,W  20-13,0.5,8.0,1,1,2,0,0
16,15,Navorro Bowman,SF,@ DET,L 17-32,0.5,3.5,1,8,2,0,0
16,15,Josh Bynes,DET,vs SF,W  32-17,0.5,5.5,0,3,2,1,0
16,15,Markus Golden,ARI,vs GB,W  38-8,0.5,4.0,1,1,2,0,0
16,15,Greg Hardy,DAL,@ BUF,L 6-16,0.5,0.0,0,1,2,0,0
16,15,Sean Lee,DAL,@ BUF,L 6-16,0.5,0.0,0,11,4,0,0
16,15,Haloti Ngata,DET,vs SF,W  32-17,0.5,5.5,1,1,1,0,0
16,15,George Selvie,NYG,@ MIN,L 17-49,0.5,4.5,1,2,1,0,0
16,15,Eugene Sims,,@ SEA,W  23-17,0.5,5.0,2,2,3,1,0
16,15,Sam Acho,CHI,@ TB,W  26-21,0.0,0.0,0,1,1,0,0
16,15,Kenneth Acker,SF,@ DET,L 17-32,0.0,0.0,0,1,0,0,0
16,15,Mike Adams,IND,@ MIA,W  18-12,0.0,0.0,0,5,0,0,0
16,15,Phillip Adams,ATL,vs CAR,W  20-13,0.0,0.0,0,3,1,0,0
16,15,Mario Addison,CAR,@ ATL,L 13-20,0.0,0.0,0,2,0,0,0
16,15,Nelson Agholor,PHI,vs WAS,L 24-38,0.0,0.0,0,0,0,0,0
16,15,Lorenzo Alexander,OAK,vs SD,W  23-20,0.0,0.0,0,1,0,0,0
16,15,Maurice Alexander,,@ SEA,W  23-17,0.0,0.0,0,4,4,0,0
16,15,Robert Alford,ATL,vs CAR,W  20-13,0.0,0.0,0,6,1,0,0
16,15,Jared Allen,CAR,@ ATL,L 13-20,0.0,0.0,0,1,0,0,0
16,15,Ricardo Allen,ATL,vs CAR,W  20-13,0.0,0.0,0,3,0,0,0
16,15,Beau Allen,PHI,vs WAS,L 24-38,0.0,0.0,0,4,1,0,0
16,15,Will Allen,PIT,@ BAL,L 17-20,0.0,0.0,0,3,3,0,0
16,15,Kiko Alonso,PHI,vs WAS,L 24-38,0.0,0.0,0,5,3,0,0
16,15,Tyson Alualu,JAX,@ NO,L 27-38,0.0,0.0,3,2,0,0,0
16,15,David Amerson,OAK,vs SD,W  23-20,0.0,0.0,0,2,0,0,0
16,15,Adrian Amos,CHI,@ TB,W  26-21,0.0,0.0,0,3,2,0,0
16,15,Prince Amukamara,NYG,@ MIN,L 17-49,0.0,0.0,0,6,0,0,0
16,15,Jonathan Anderson,CHI,@ TB,W  26-21,0.0,0.0,0,0,1,0,0
16,15,Antonio Andrews,TEN,vs HOU,L 6-34,0.0,0.0,0,0,0,0,0
16,15,Ezekiel Ansah,DET,vs SF,W  32-17,0.0,0.0,2,4,1,0,0
16,15,Stephone Anthony,NO,vs JAX,W  38-27,0.0,0.0,0,4,2,0,0
16,15,Arik Armstead,SF,@ DET,L 17-32,0.0,0.0,0,2,0,0,0
16,15,Kyle Arrington,BAL,vs PIT,W  20-17,0.0,0.0,0,3,1,0,0
16,15,Matt Asiata,MIN,vs NYG,W  49-17,0.0,0.0,0,0,0,0,0
16,15,Geno Atkins,CIN,@ DEN,L 17-20,0.0,0.0,1,0,0,0,0
16,15,Jeremiah Attaochu,SD,@ OAK,L 20-23,0.0,0.0,1,3,0,0,0
16,15,Cliff Avril,SEA,vs ,L 17-23,0.0,0.0,0,1,1,0,0
16,15,Allen Bailey,KC,vs CLE,W  17-13,0.0,0.0,0,2,1,0,0
16,15,Brandon Bair,PHI,vs WAS,L 24-38,0.0,0.0,0,1,1,0,0
16,15,Chris Baker,WAS,@ PHI,W  38-24,0.0,0.0,0,0,0,0,0
16,15,Chris Banjo,GB,@ ARI,L 8-38,0.0,0.0,0,0,0,0,0
16,15,Johnthan Banks,TB,vs CHI,L 21-26,0.0,0.0,0,3,0,0,0
16,15,Tim Barnes,,@ SEA,W  23-17,0.0,0.0,0,0,0,0,0
16,15,Anthony Barr,MIN,vs NYG,W  49-17,0.0,0.0,0,1,0,0,0
16,15,Shaquil Barrett,DEN,vs CIN,W  20-17,0.0,0.0,0,1,0,0,0
16,15,Mark Barron,,@ SEA,W  23-17,0.0,0.0,1,2,1,1,0
16,15,Brad Bars,NYG,@ MIN,L 17-49,0.0,0.0,0,0,0,0,0
16,15,Joplo Bartu,JAX,@ NO,L 27-38,0.0,0.0,0,0,0,0,0
17,15,Whitney Mercilus,HOU,vs ,W  30-6,3.5,14.5,3,3,2,1,1
17,15,J.J. Watt,HOU,vs ,W  30-6,3.0,23.0,4,5,3,1,1
17,15,Jerrell Freeman,IND,vs TEN,W  30-24,2.0,25.0,2,6,2,0,0
17,15,Everson Griffen,MIN,@ GB,W  20-13,2.0,7.0,4,5,1,1,0
17,15,David Harris,NYJ,@ BUF,L 17-22,2.0,0.0,1,10,4,0,0
17,15,Lamarr Houston,CHI,vs DET,L 20-24,2.0,16.0,2,4,0,0,0
17,15,Stephon Tuitt,PIT,@ CLE,W  28-12,2.0,16.0,3,3,1,0,0
17,15,Cliff Avril,SEA,@ ARI,W  36-6,1.5,4.0,3,1,1,0,0
17,15,Lawrence Guy,BAL,@ CIN,L 16-24,1.5,4.5,3,3,2,0,0
17,15,Lawrence Timmons,PIT,@ CLE,W  28-12,1.5,16.0,3,7,3,1,0
17,15,Mario Addison,CAR,vs TB,W  38-10,1.0,8.0,5,1,0,0,0
17,15,Will Allen,PIT,@ CLE,W  28-12,1.0,9.0,1,7,0,0,0
17,15,Ezekiel Ansah,DET,@ CHI,W  24-20,1.0,3.0,3,3,0,0,0
17,15,Geno Atkins,CIN,vs BAL,W  24-16,1.0,10.0,1,3,0,0,0
17,15,Robert Ayers,NYG,vs PHI,L 30-35,1.0,5.0,2,4,3,0,0
17,15,Chris Baker,WAS,@ DAL,W  34-23,1.0,6.0,1,1,0,0,1
17,15,Anthony Barr,MIN,@ GB,W  20-13,1.0,1.0,1,2,4,0,0
17,15,Connor Barwin,PHI,@ NYG,W  35-30,1.0,3.0,0,2,0,1,0
17,15,David Bass,TEN,@ IND,L 24-30,1.0,7.0,1,3,3,0,0
17,15,Antwon Blake,PIT,@ CLE,W  28-12,1.0,10.0,1,4,0,0,0
17,15,Tyvon Branch,KC,vs OAK,W  23-17,1.0,1.0,1,4,0,0,0
17,15,Bryce Callahan,CHI,vs DET,L 20-24,1.0,0.0,1,3,0,0,0
17,15,Bruce Carter,TB,@ CAR,L 10-38,1.0,12.0,1,5,7,0,0
17,15,Ha Ha Clinton-Dix,GB,vs MIN,L 13-20,1.0,0.0,0,4,0,0,0
17,15,Christian Covington,HOU,vs ,W  30-6,1.0,18.0,1,1,0,0,0
17,15,Lavonte David,TB,@ CAR,L 10-38,1.0,10.0,1,4,8,1,2
17,15,Mike Devito,KC,vs OAK,W  23-17,1.0,9.0,1,1,0,0,0
17,15,Sharrif Floyd,MIN,@ GB,W  20-13,1.0,3.0,1,5,2,0,0
17,15,Dee Ford,KC,vs OAK,W  23-17,1.0,8.0,1,2,1,0,0
17,15,Dwight Freeney,ARI,vs SEA,L 6-36,1.0,16.0,1,1,0,0,0
17,15,Geneo Grissom,NE,@ MIA,L 10-20,1.0,8.0,1,1,0,0,0
17,15,Shelby Harris,OAK,@ KC,L 17-23,1.0,9.0,1,2,1,0,0
17,15,Jaye Howard,KC,vs OAK,W  23-17,1.0,7.0,1,3,1,0,0
17,15,Melvin Ingram,SD,@ DEN,L 20-27,1.0,0.0,2,3,0,0,0
17,15,Cameron Jordan,NO,@ ATL,W  20-17,1.0,7.0,2,3,1,0,0
17,15,Frank Kearse,WAS,@ DAL,W  34-23,1.0,5.0,1,1,0,0,0
17,15,Ryan Kerrigan,WAS,@ DAL,W  34-23,1.0,8.0,1,1,1,0,0
17,15,Kendall Langford,IND,vs TEN,W  30-24,1.0,9.0,1,2,0,0,0
17,15,Chris Long,,@ SF,L 16-19,1.0,4.0,1,1,0,0,0
17,15,Kyle Love,CAR,vs TB,W  38-10,1.0,8.0,1,1,0,0,0
17,15,Clay Matthews,GB,vs MIN,L 13-20,1.0,5.0,1,2,1,0,0
17,15,Tony McDaniel,TB,@ CAR,L 10-38,1.0,6.0,1,1,3,0,0
17,15,T.Y. McGill,IND,vs TEN,W  30-24,1.0,9.0,1,1,0,0,0
17,15,Roy Miller,,@ HOU,L 6-30,1.0,0.0,0,3,3,1,0
17,15,Von Miller,DEN,vs SD,W  27-20,1.0,8.0,1,1,0,0,0
17,15,Terrance Mitchell,DAL,vs WAS,L 23-34,1.0,13.0,1,5,0,1,0
17,15,Arthur Moats,PIT,@ CLE,W  28-12,1.0,9.0,1,6,0,0,1
17,15,C.J. Mosley,BAL,@ CIN,L 16-24,1.0,7.0,1,4,8,0,0
17,15,Haloti Ngata,DET,@ CHI,W  24-20,1.0,0.0,1,1,0,0,0
17,15,Ron Parker,KC,vs OAK,W  23-17,1.0,1.0,1,5,1,1,0
17,15,Julius Peppers,GB,vs MIN,L 13-20,1.0,3.0,1,2,0,0,0
17,15,Greg Scruggs,CHI,vs DET,L 20-24,1.0,0.0,1,3,0,0,0
17,15,Derrick Shelby,MIA,vs NE,W  20-10,1.0,5.0,1,5,0,1,0
17,15,Marcus Smith,PHI,@ NYG,W  35-30,1.0,5.0,2,1,1,0,0
17,15,Preston Smith,WAS,@ DAL,W  34-23,1.0,4.0,1,1,0,0,0
17,15,Keith Tandy,TB,@ CAR,L 10-38,1.0,10.0,1,3,8,0,0
17,15,Devin Taylor,DET,@ CHI,W  24-20,1.0,5.0,1,3,1,0,0
17,15,DeMarcus Ware,DEN,vs SD,W  27-20,1.0,5.0,1,1,1,0,0
17,15,Tahir Whitehead,DET,@ CHI,W  24-20,1.0,3.0,2,4,2,0,0
17,15,Mario Williams,BUF,vs NYJ,W  22-17,1.0,3.0,1,2,0,0,0
17,15,Steve Williams,SD,@ DEN,L 20-27,1.0,8.0,1,5,1,2,1
17,15,C.J. Wilson,DET,@ CHI,W  24-20,1.0,3.0,1,1,0,0,0
17,15,Derek Wolfe,DEN,vs SD,W  27-20,1.0,8.0,2,3,0,0,0
17,15,Frank Zombo,KC,vs OAK,W  23-17,1.0,11.0,1,2,1,1,0
17,15,Michael Bennett,SEA,@ ARI,W  36-6,0.5,4.0,5,1,1,0,0
17,15,Tom Johnson,MIN,@ GB,W  20-13,0.5,3.0,3,1,2,0,0
17,15,Jared Odrick,,@ HOU,L 6-30,0.5,3.5,2,2,2,0,0
17,15,Ryan Shazier,PIT,@ CLE,W  28-12,0.5,3.0,1,3,4,0,0
17,15,John Simon,HOU,vs ,W  30-6,0.5,0.5,1,4,1,0,0
17,15,Harrison Smith,MIN,@ GB,W  20-13,0.5,3.0,1,3,2,0,0
17,15,Za'Darius Smith,BAL,@ CIN,L 16-24,0.5,1.5,1,0,2,0,0
17,15,Ndamukong Suh,MIA,vs NE,W  20-10,0.5,4.5,2,2,2,0,0
17,15,Peyton Thompson,,@ HOU,L 6-30,0.5,3.5,1,0,1,0,0
17,15,Olivier Vernon,MIA,vs NE,W  20-10,0.5,4.5,4,3,3,0,0
17,15,Isa Abdul-Quddus,DET,@ CHI,W  24-20,0.0,0.0,0,1,0,0,0
17,15,Sam Acho,CHI,vs DET,L 20-24,0.0,0.0,0,1,0,0,0
17,15,Kenneth Acker,SF,vs ,W  19-16,0.0,0.0,0,0,0,0,0
17,15,Mike Adams,IND,vs TEN,W  30-24,0.0,0.0,0,1,3,0,0
17,15,Jahleel Addae,SD,@ DEN,L 20-27,0.0,0.0,0,5,2,0,1
17,15,Jude Adjei-Barimah,TB,@ CAR,L 10-38,0.0,0.0,0,2,0,0,0
17,15,Kamar Aiken,BAL,@ CIN,L 16-24,0.0,0.0,0,0,0,0,0
17,15,Lorenzo Alexander,OAK,@ KC,L 17-23,0.0,0.0,0,3,1,0,0
17,15,Maurice Alexander,,@ SF,L 16-19,0.0,0.0,0,7,0,0,0
17,15,D.J. Alexander,KC,vs OAK,W  23-17,0.0,0.0,0,0,0,0,0
17,15,Robert Alford,ATL,vs NO,L 17-20,0.0,0.0,0,7,0,0,1
17,15,Jared Allen,CAR,vs TB,W  38-10,0.0,0.0,0,3,2,0,0
17,15,Ricardo Allen,ATL,vs NO,L 17-20,0.0,0.0,0,1,1,0,0
17,15,Javorius Allen,BAL,@ CIN,L 16-24,0.0,0.0,0,0,0,0,0
17,15,Beau Allen,PHI,@ NYG,W  35-30,0.0,0.0,0,4,2,0,0
17,15,Kiko Alonso,PHI,@ NYG,W  35-30,0.0,0.0,0,8,1,0,0
17,15,Tyson Alualu,,@ HOU,L 6-30,0.0,0.0,0,1,2,0,0
17,15,David Amerson,OAK,@ KC,L 17-23,0.0,0.0,0,2,0,0,0
17,15,Adrian Amos,CHI,vs DET,L 20-24,0.0,0.0,0,0,1,0,0
17,15,Prince Amukamara,NYG,vs PHI,L 30-35,0.0,0.0,0,4,0,0,0
17,15,Colt Anderson,IND,vs TEN,W  30-24,0.0,0.0,0,0,0,0,0
17,15,Jonathan Anderson,CHI,vs DET,L 20-24,0.0,0.0,0,0,0,0,0
17,15,Stephone Anthony,NO,@ ATL,W  20-17,0.0,0.0,0,5,0,0,0
17,15,Thurston Armbrister,,@ HOU,L 6-30,0.0,0.0,0,0,0,0,0
17,15,Arik Armstead,SF,vs ,W  19-16,0.0,0.0,1,1,0,0,0
17,15,Ray-Ray Armstrong,SF,vs ,W  19-16,0.0,0.0,0,0,0,0,0
1,16,Leonard Williams,NYJ,vs CIN,L 22-23,2.5,19.5,5,3,3,0,0
1,16,Jerry Hughes,BUF,@ BAL,L 7-13,2.0,18.0,2,5,1,0,0
1,16,Kerry Hyder,DET,@ IND,W  39-35,2.0,17.0,2,2,1,0,0
1,16,Steve McLendon,NYJ,vs CIN,L 22-23,2.0,14.0,2,5,0,0,0
1,16,Whitney Mercilus,HOU,vs CHI,W  23-14,2.0,16.0,2,2,2,1,0
1,16,Leger Douzable,BUF,@ BAL,L 7-13,1.5,10.5,3,1,1,0,0
1,16,DeMarcus Ware,DEN,vs CAR,W  21-20,1.5,9.5,2,2,1,0,0
1,16,Muhammad Wilkerson,NYJ,vs CIN,L 22-23,1.5,7.5,2,5,2,0,0
1,16,Kwon Alexander,TB,@ ATL,W  31-24,1.0,2.0,2,15,2,0,0
1,16,Arik Armstead,SF,vs LA,W  28-0,1.0,4.0,1,1,0,0,0
1,16,Geno Atkins,CIN,@ NYJ,W  23-22,1.0,1.0,1,3,1,0,0
1,16,Jeremiah Attaochu,SD,@ KC,L 27-33,1.0,14.0,2,1,0,0,0
1,16,Cliff Avril,SEA,vs MIA,W  12-10,1.0,8.0,2,2,0,0,0
1,16,Robert Ayers,TB,@ ATL,W  31-24,1.0,4.0,1,2,0,0,0
1,16,Connor Barwin,PHI,vs CLE,W  29-10,1.0,10.0,1,2,0,0,0
1,16,Michael Bennett,SEA,vs MIA,W  12-10,1.0,9.0,3,2,4,0,0
1,16,Tre Boston,CAR,@ DEN,L 20-21,1.0,10.0,1,4,0,0,0
1,16,A.J. Bouye,HOU,vs CHI,W  23-14,1.0,6.0,1,3,0,0,0
1,16,Ahmad Brooks,SF,vs LA,W  28-0,1.0,6.0,1,2,1,0,0
1,16,Morgan Burnett,GB,@ JAX,W  27-23,1.0,8.0,1,8,1,0,0
1,16,Vernon Butler,CAR,@ DEN,L 20-21,1.0,9.0,1,1,0,0,0
1,16,Frank Clark,SEA,vs MIA,W  12-10,1.0,8.0,1,1,2,0,0
1,16,Jadeveon Clowney,HOU,vs CHI,W  23-14,1.0,1.0,2,3,1,0,0
1,16,Jamie Collins,NE,@ ARI,W  23-21,1.0,8.0,1,3,1,0,0
1,16,Fletcher Cox,PHI,vs CLE,W  29-10,1.0,8.0,2,4,0,0,0
1,16,Dee Ford,KC,vs SD,W  33-27,1.0,10.0,1,4,0,0,0
1,16,Markus Golden,ARI,vs NE,L 21-23,1.0,2.0,0,2,0,1,0
1,16,Brandon Graham,PHI,vs CLE,W  29-10,1.0,4.0,2,2,1,1,0
1,16,Danielle Hunter,MIN,@ TEN,W  25-16,1.0,10.0,1,3,0,0,1
1,16,Bruce Irvin,OAK,@ NO,W  35-34,1.0,4.0,3,1,1,1,0
1,16,Timmy Jernigan,BAL,vs BUF,W  13-7,1.0,4.0,2,2,0,0,0
1,16,Chandler Jones,ARI,vs NE,L 21-23,1.0,5.0,2,3,2,0,1
1,16,Linval Joseph,MIN,@ TEN,W  25-16,1.0,9.0,1,3,2,1,0
1,16,Ryan Kerrigan,WAS,vs PIT,L 16-38,1.0,10.0,0,2,0,1,0
1,16,Christian Kirksey,CLE,@ PHI,L 10-29,1.0,4.0,2,4,2,0,0
1,16,Chris Long,NE,@ ARI,W  23-21,1.0,8.0,1,3,0,0,0
1,16,Cassius Marsh,SEA,vs MIA,W  12-10,1.0,9.0,0,1,0,1,0
1,16,Clay Matthews,GB,@ JAX,W  27-23,1.0,10.0,1,3,0,0,0
1,16,Lorenzo Mauldin,NYJ,vs CIN,L 22-23,1.0,1.0,1,1,2,0,0
1,16,Benson Mayowa,DAL,vs NYG,L 19-20,1.0,4.0,1,1,1,0,0
1,16,Gerald McCoy,TB,@ ATL,W  31-24,1.0,6.0,1,3,0,0,0
1,16,Brandon Mebane,SD,@ KC,L 27-33,1.0,10.0,2,2,0,0,0
1,16,Von Miller,DEN,vs CAR,W  21-20,1.0,6.0,1,3,0,0,0
1,16,Carl Nassib,CLE,@ PHI,L 10-29,1.0,4.0,2,3,0,0,0
1,16,Jared Odrick,JAX,vs GB,L 23-27,1.0,0.0,1,3,2,0,0
1,16,Nick Perry,GB,@ JAX,W  27-23,1.0,2.0,1,3,0,0,0
1,16,Caraun Reid,SD,@ KC,L 27-33,1.0,9.0,2,1,0,0,0
1,16,Orlando Scandrick,DAL,vs NYG,L 19-20,1.0,0.0,1,3,0,1,0
1,16,John Simon,HOU,vs CHI,W  23-14,1.0,8.0,2,5,1,0,0
1,16,Terrell Suggs,BAL,vs BUF,W  13-7,1.0,12.0,1,2,0,0,0
1,16,Ndamukong Suh,MIA,@ SEA,L 10-12,1.0,13.0,3,2,2,0,0
1,16,Danny Trevathan,CHI,@ HOU,L 14-23,1.0,7.0,1,7,4,0,0
1,16,Vincent Valentine,NE,@ ARI,W  23-21,1.0,3.0,1,3,0,0,0
1,16,Erik Walden,IND,vs DET,L 35-39,1.0,8.0,2,2,1,0,0
1,16,Mario Williams,MIA,@ SEA,L 10-12,1.0,5.0,1,1,1,0,0
1,16,K.J. Wright,SEA,vs MIA,W  12-10,1.0,2.0,1,3,8,0,0
1,16,Lorenzo Alexander,BUF,@ BAL,L 7-13,0.5,4.5,2,1,2,0,0
1,16,Todd Davis,DEN,vs CAR,W  21-20,0.5,2.5,2,6,1,0,0
1,16,Leonard Floyd,CHI,@ HOU,L 14-23,0.5,4.5,1,2,4,0,0
1,16,Eddie Goldman,CHI,@ HOU,L 14-23,0.5,4.5,2,2,4,0,0
1,16,Jason Jones,MIA,@ SEA,L 10-12,0.5,0.0,2,0,2,0,0
1,16,Jordan Phillips,MIA,@ SEA,L 10-12,0.5,0.0,1,0,4,0,0
1,16,Isa Abdul-Quddus,MIA,@ SEA,L 10-12,0.0,0.0,0,3,5,0,0
1,16,Sam Acho,CHI,@ HOU,L 14-23,0.0,0.0,0,1,0,0,0
1,16,Mike Adams,IND,vs DET,L 35-39,0.0,0.0,0,6,2,0,0
1,16,Jahleel Addae,SD,@ KC,L 27-33,0.0,0.0,0,4,1,0,0
1,16,Jude Adjei-Barimah,TB,@ ATL,W  31-24,0.0,0.0,0,1,0,0,0
1,16,Dominique Alexander,CLE,@ PHI,L 10-29,0.0,0.0,0,0,0,0,0
